X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address,GlobalID
-8531746.28939616,4765063.92485665,104,0053,031,USE2020-50784,Y,2021/05/12 15:30:01+00,May 12 2021  3,3-52,3-52,H,9,SANDTOWN-WINCHESTER                      ,0053 031,1154 N STRICKER ST,21d8c52d-7d61-46ec-a3c7-833b31e86174
-8531741.28726886,4764950.58037769,105,0053,051,USE2020-51333,Y,2020/05/13 08:00:23+00,May 13 2020  8,1-08,1-08,H,9,SANDTOWN-WINCHESTER                      ,0053 051,1114 N STRICKER ST,bcaa7064-87b3-4d98-9d93-d9fc46f5c286
-8531808.89512898,4764973.79042549,106,0053,070,USE2019-50720,Y,2020/04/14 13:00:04+00,Apr 14 2020  1,1-08,1-08,H,9,SANDTOWN-WINCHESTER                      ,0053 070,1106 N PARRISH ST,4c589e3a-4421-4bf2-a9db-fbc9e86ef20b
-8531684.58669241,4764943.70146187,107,0054,007,USE2022-53386,Y,2022/06/02 14:30:04+00,Jun  2 2022  2,1-08,1-08,H,9,SANDTOWN-WINCHESTER                      ,0054 007,1113 N STRICKER ST,23c183c6-eb96-449c-8927-3ed21f84167d
-8531685.56087879,4764964.40602807,108,0054,011,USE2018-52591,Y,2018/06/12 08:00:03+00,Jun 12 2018  8,1-08,1-08,H,9,SANDTOWN-WINCHESTER                      ,0054 011,1121 N STRICKER ST,bd1aa617-68c0-4cf0-8db5-c72409851e24
-8531688.73683936,4765031.82328025,109,0054,024,USE2015-00297,Y,2015/03/03 00:00:00+00,Mar  3 2015 12,VAC,SF,H,9,SANDTOWN-WINCHESTER                      ,0054 024,1147 N STRICKER ST,176ac7b2-4c35-48a7-b65b-c8cd6d800911
-8531581.08081748,4764941.78572138,110,0055A,005,USE2015-00529,Y,2015/03/30 00:00:00+00,Mar 30 2015 12,VAC,SF,H,9,SANDTOWN-WINCHESTER                      ,0055A005,1108 N CALHOUN ST,62e2c3c8-559e-4a35-b24b-c570dabd14ab
-8531431.05834396,4765061.83069567,111,0055B,027,USE2018-50800,Y,2018/07/05 13:30:03+00,Jul  5 2018  1,1-08,1-08,H,9,SANDTOWN-WINCHESTER                      ,0055B027,1152 N CAREY ST,eee2e101-efff-48e5-ae66-85c0b7bda3f5
-8531368.45581504,4764939.87400022,112,0055C,004,USE2021-50571,Y,2021/02/20 14:00:03+00,Feb 20 2021  2,1-08,1-08,J,9,SANDTOWN-WINCHESTER                      ,0055C004,1107 N CAREY ST,60811c17-9b06-43d8-af2b-e6a7fcbb6ea9
-8531370.92156964,4765000.24206408,113,0055C,015,USE2020-54597,Y,2020/10/23 07:00:17+00,Oct 23 2020  7,1-08,1-08,J,9,SANDTOWN-WINCHESTER                      ,0055C015,1129 N CAREY ST,87063abb-a0ac-48a8-bfb6-8d347687d41b
-8531269.48625359,4764969.47830646,114,0055C,057,USE2019-00021,Y,2019/11/06 14:30:07+00,Nov  6 2019  2,1-08,1-08,J,9,SANDTOWN-WINCHESTER                      ,0055C057,1116 N CARROLLTON AVE,c9a02499-159f-4ad4-a0a7-1a23bbe38e96
-8531301.75377681,4765007.72279687,115,0055C,115,USE2018-54462,Y,2018/12/31 15:00:07+00,Dec 31 2018  3,1-08,1-08,J,9,SANDTOWN-WINCHESTER                      ,0055C115,1113 N STOCKTON ST,56f5ab23-2f80-4e0e-af69-fac1ff3c5c34
-8531210.41828422,4764926.1529099,116,0055D,057,USE2022-52298,Y,2022/10/18 08:00:03+00,Oct 18 2022  8,7-03,1-03,J,9,SANDTOWN-WINCHESTER                      ,0055D057,1101 N CARROLLTON AVE,afee3672-0ce9-4e8e-913f-fe9664477f5d
-8533001.5948772,4764702.25128077,117,0056A,001,USE2018-53258,Y,2018/08/15 14:00:03+00,Aug 15 2018  2,7-03,1-07,I,9,BRIDGEVIEW/GREENLAWN                     ,0056A001,1001 N BENTALOU ST,56d45111-dfd0-4db7-9449-9ef711a08bef
-8532593.33904012,4764721.86810053,118,0057,002,USE2018-54266,Y,2018/10/18 14:30:05+00,Oct 18 2018  2,1-08,1-08,J,9,BRIDGEVIEW/GREENLAWN                     ,0057 002,1002 N PAYSON ST,bfd11d20-95f7-4ba9-a939-f55da8bc726c
-8532595.09759082,4764771.61893481,119,0057,011,USE2019-51552,Y,2019/04/02 14:00:07+00,Apr  2 2019  2,1-08,1-08,J,9,BRIDGEVIEW/GREENLAWN                     ,0057 011,1020 N PAYSON ST,eb0b7908-4da4-4b89-b735-f50cf021748f
-8532498.22532546,4764733.59020245,120,0058,017,USE2016-01781,Y,2017/03/31 00:00:00+00,Mar 31 2017 12,SF,SF,J,9,MIDTOWN-EDMONDSON                        ,0058 017,1932 MOSHER ST,992a1e48-2952-47c2-9010-237cfa7616aa
-8532534.91210083,4764764.75492326,121,0058,029,USE2016-03684,Y,2016/09/29 10:19:23+00,Sep 29 2016 10,VAC,SF,J,9,MIDTOWN-EDMONDSON                        ,0058 029,1005 N PAYSON ST,b3859287-548b-4816-9401-f2636b56667e
-8532440.06156826,4764758.72586027,122,0058,068,USE2019-54288,Y,2019/10/15 09:30:17+00,Oct 15 2019  9,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0058 068,1001 APPLETON ST,a4f0b64b-dc5d-4094-a913-99afb4162de5
-8532218.00049599,4764796.2289748,123,0059,011,USE2022-55679,Y,2022/09/21 07:00:28+00,Sep 21 2022  7,1-08,1-08,J,9,SANDTOWN-WINCHESTER                      ,0059 011,1020 N FULTON AVE,d0c21a1b-bfcd-4d5a-ab0a-2f5cc94a141c
-8532263.52136033,4764842.22757151,124,0059,022,USE2022-55729,Y,2022/11/07 15:00:04+00,Nov  7 2022  3,7-03,1-08,J,9,SANDTOWN-WINCHESTER                      ,0059 022,1807 RIGGS AVE,e6ffba46-8f3b-4a45-85d7-3b7529dd70a6
-8532311.43216552,4764840.05819548,125,0059,027,USE2022-53083,Y,2022/08/29 13:00:03+00,Aug 29 2022  1,1-08,1-08,J,9,SANDTOWN-WINCHESTER                      ,0059 027,1817 RIGGS AVE,d4b58d2a-aeac-4732-a19e-78710425d051
-8532341.94158326,4764763.10822335,126,0059,046,USE2015-05412,Y,2016/09/19 00:00:00+00,Sep 19 2016 12,SF,SF,J,9,SANDTOWN-WINCHESTER                      ,0059 046,1001 N MONROE ST,5ae58562-f960-4283-a81c-e30ee256e7d3
-8532309.14602134,4764791.13487123,127,0059,080,USE2015-00026,Y,2015/01/08 00:00:00+00,Jan  8 2015 12,SF,SF,J,9,SANDTOWN-WINCHESTER                      ,0059 080,1010 MCKEAN AVE,6c6cadb3-4d54-4563-ae46-3d9fbd2e4bd3
-8532143.26414193,4764793.49237844,128,0060,049,USE2017-51013,Y,2017/12/05 10:00:01+00,Dec  5 2017 10,1-08,1-08,I,9,SANDTOWN-WINCHESTER                      ,0060 049,1021 N FULTON AVE,a0d98ae4-29cf-4813-82ab-d4634c81698e
-8532142.70015518,4764788.15521549,129,0060,050,USE2017-52517,Y,2018/01/16 14:00:01+00,Jan 16 2018  2,1-08,1-08,I,9,SANDTOWN-WINCHESTER                      ,0060 050,1019 N FULTON AVE,7dabb113-52b9-49b3-9554-57fbe9991b7c
-8531892.50526283,4764842.68748029,130,0061,010,USE2020-50300,Y,2020/01/23 12:30:43+00,Jan 23 2020 12,7-03,1-08,I,9,SANDTOWN-WINCHESTER                      ,0061 010,1026 N GILMOR ST,33949d8b-b57d-4fc3-a8e9-fc2a9d70b3aa
-8531893.16638193,4764857.5549016,131,0061,013,USE2020-50301,Y,2020/01/28 13:00:34+00,Jan 28 2020  1,7-03,1-08,I,9,SANDTOWN-WINCHESTER                      ,0061 013,1032 N GILMOR ST,0005a7ce-306e-4d4e-a536-82801ea81b14
-8531994.95867729,4764846.11766911,132,0061,032,USE2016-04639,Y,2016/11/29 11:16:10+00,Nov 29 2016 11,VAC,SF,I,9,SANDTOWN-WINCHESTER                      ,0061 032,1041 N MOUNT ST,b0b6e672-dae5-4797-a520-101a45e958a6
-8531991.59007707,4764784.6673743,133,0061,044,USE2021-51495,Y,2021/04/22 15:30:02+00,Apr 22 2021  3,7-03,1-08,I,9,SANDTOWN-WINCHESTER                      ,0061 044,1017 N MOUNT ST,466e7338-d6bb-43ae-9173-efb3316ffd45
-8531563.51520416,4764770.42340861,134,0063,001,USE2018-53920,Y,2018/09/12 14:00:00+00,Sep 12 2018  2,3-45,3-45,J,9,SANDTOWN-WINCHESTER                      ,0063 001,1400 MOSHER ST,ac3348d2-f6ed-4ede-a57a-d55a1fe32d13
-8531422.82318762,4764827.90902234,135,0064,053,USE2019-50988,Y,2019/07/09 15:00:16+00,Jul  9 2019  3,1-08,1-08,H,9,SANDTOWN-WINCHESTER                      ,0064 053,1010 N CAREY ST,f86bc9ff-486e-4f21-8b9f-54291a8ddc20
-8531114.24983285,4764884.0498241,136,0066,041,USE2017-01331,Y,2017/06/02 11:13:52+00,Jun  2 2017 11,SF,SF,J,9,SANDTOWN-WINCHESTER                      ,0066 041,1018 N ARLINGTON AVE,483ec07f-5be0-431c-843b-9c994ba5e06c
-8531114.42313194,4764878.39699965,137,0066,042,USE2017-01330,Y,2017/06/02 11:14:51+00,Jun  2 2017 11,2FD,SF,J,9,SANDTOWN-WINCHESTER                      ,0066 042,1016 N ARLINGTON AVE,a293a251-f692-495d-80f3-621de87209b4
-8532586.87601919,4764612.55705584,138,0070,014,USE2019-56179,Y,2019/12/16 07:31:31+00,Dec 16 2019  7,1-08,1-08,J,9,BRIDGEVIEW/GREENLAWN                     ,0070 014,906 N PAYSON ST,f1246892-32aa-4b39-9e23-3dfd63b4d6fe
-8532474.41577935,4764579.02131928,139,0071,014,USE2017-53792,Y,2017/11/21 14:00:02+00,Nov 21 2017  2,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0071 014,1926 W LAFAYETTE AVE,0f02cff7-841d-4ce2-8247-cfa2a78c220d
-8532529.49162621,4764641.70396379,140,0071,035,USE2020-51032,Y,2020/03/18 14:00:07+00,Mar 18 2020  2,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0071 035,917 N PAYSON ST,5d98821e-c54c-4f00-a04e-219ca6de9ce5
-8532529.74662559,4764646.93112172,141,0071,036,USE2018-50101,Y,2018/01/23 14:00:03+00,Jan 23 2018  2,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0071 036,919 N PAYSON ST,710c3d59-20a4-4ba4-81a4-5850fba6af73
-8532500.9567805,4764675.73582914,142,0071,046,USE2019-52142,Y,2019/09/05 16:00:09+00,Sep  5 2019  4,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0071 046,1935 MOSHER ST,9b8f8d62-e7c1-4e6b-958f-317ae3ae623f
-8532484.40671745,4764676.4836748,143,0071,049,USE2022-56518,Y,2023/03/15 11:00:05+00,Mar 15 2023 11,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0071 049,1929 MOSHER ST,e1873e47-faa6-499a-a5a0-770a64d93b5c
-8532479.02936598,4764676.75534442,144,0071,050,USE2022-53719,Y,2022/07/22 13:00:06+00,Jul 22 2022  1,7-03,1-08,J,9,MIDTOWN-EDMONDSON                        ,0071 050,1927 MOSHER ST,8566428f-e3a3-49fc-bb73-bc62409aa6b8
-8532427.27647438,4764679.06298808,145,0071,055,USE2017-51691,Y,2017/10/06 13:30:00+00,Oct  6 2017  1,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0071 055,1917 MOSHER ST,be86104a-7aaa-484c-8ecb-23be7d6eb6c3
-8532382.53658072,4764681.12750755,146,0071,063,USE2018-53207,Y,2018/07/26 15:00:03+00,Jul 26 2018  3,3-45,3-45,J,9,MIDTOWN-EDMONDSON                        ,0071 063,1901 MOSHER ST,29116004-35d3-4d15-8356-74aa9b4556f5
-8532394.00824076,4764605.37475161,147,0071,074,USE2021-51843,Y,2021/05/18 14:00:06+00,May 18 2021  2,7-03,1-08,J,9,MIDTOWN-EDMONDSON                        ,0071 074,900 N MONROE ST,890f6710-a6c9-4627-8554-5625d010a99c
-8532434.04468013,4764624.55659124,148,0071,079,USE2017-52792,Y,2017/11/14 14:00:01+00,Nov 14 2017  2,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0071 079,909 APPLETON ST,ba6fcdb5-9f35-4cf6-b00f-a05d9f261e03
-8532304.34446059,4764684.6118659,149,0072,025,USE2016-01065,Y,2016/04/01 00:00:00+00,Apr  1 2016 12,VAC,SF,J,9,SANDTOWN-WINCHESTER                      ,0072 025,1815 MOSHER ST,d69b51c5-66e3-4561-9cdd-d5fa16386892
-8532335.24547821,4764607.87878648,150,0072,044,USE2022-53326,Y,2022/05/12 12:00:05+00,May 12 2022 12,7-03,1-08,J,9,SANDTOWN-WINCHESTER                      ,0072 044,901 N MONROE ST,78501e66-653e-4bc5-8f92-6f9c279a5d4d
-8531988.55281063,4764695.35902418,151,0074,009,USE2021-51519,Y,2021/04/21 07:00:04+00,Apr 21 2021  7,1-07,1-07,I,9,SANDTOWN-WINCHESTER                      ,0074 009,943 N MOUNT ST,a80e6208-1b05-4647-a955-40bff96cae8b
-8531730.48522941,4764678.36094924,152,0075,030,USE2017-54663,Y,2018/10/30 14:00:04+00,Oct 30 2018  2,1-07,1-07,J,9,SANDTOWN-WINCHESTER                      ,0075 030,924 N STRICKER ST,6d34da19-4782-4fcd-99d1-e36656f9563f
-8531727.84688665,4764619.72687153,153,0075,039,USE2021-51756,Y,2021/04/30 15:00:07+00,Apr 30 2021  3,1-08,1-08,J,9,SANDTOWN-WINCHESTER                      ,0075 039,906 N STRICKER ST,9ed1cbf2-79fc-4a2b-b949-9ce9393a51d4
-8531668.88041712,4764699.63875385,154,0076,016,USE2021-53016,Y,2022/08/05 10:00:09+00,Aug  5 2022 10,7-03,1-08,J,9,SANDTOWN-WINCHESTER                      ,0076 016,931 N STRICKER ST,7a8f820f-1793-43ef-93e2-5b76405b261d
-8531566.48061481,4764716.52647556,155,0076,033,USE2017-00670,Y,2017/03/16 09:55:25+00,Mar 16 2017  9,VAC,SF,J,9,SANDTOWN-WINCHESTER                      ,0076 033,1401 MOSHER ST,fb23f3da-961b-49f2-b8d6-e22acdc7ba41
-8531502.39305619,4764621.69591613,156,0077,035,USE2017-01153,Y,2017/04/12 15:44:56+00,Apr 12 2017  3,SF,SF,I,9,SANDTOWN-WINCHESTER                      ,0077 035,1336 W LAFAYETTE AVE,60965384-83e6-493f-bc16-085480cbb630
-8531452.92397613,4764632.32843129,157,0077,044,USE2019-52057,Y,2021/01/28 14:00:02+00,Jan 28 2021  2,1-11,1-08,I,9,SANDTOWN-WINCHESTER                      ,0077 044,1318 W LAFAYETTE AVE,0e948039-9af5-47b7-946c-8f8e45dc49fc
-8531416.00490816,4764674.86379644,158,0077,058,USE2019-53505,Y,2019/10/02 13:30:13+00,Oct  2 2019  1,7-03,1-08,I,9,SANDTOWN-WINCHESTER                      ,0077 058,912 N CAREY ST,9a42035d-9210-42e1-b366-acf03cc5d0a2
-8531355.75927284,4764666.8350915,159,0078,012,USE2019-53434,Y,2019/11/25 15:00:30+00,Nov 25 2019  3,1-08,1-08,I,9,SANDTOWN-WINCHESTER                      ,0078 012,905 N CAREY ST,2f30506e-fdb5-4e18-a8a7-9cd343501011
-8531269.58337683,4764640.5818313,160,0078,065,USE2017-50963,Y,2017/06/12 14:30:01+00,Jun 12 2017  2,1-08,1-08,I,9,SANDTOWN-WINCHESTER                      ,0078 065,900 N CARROLLTON AVE,97e1070f-6992-4472-aa9f-0d9b45ed5549
-8531094.71438278,4764656.96807062,161,0079,002,USE2020-55489,Y,2021/04/20 07:30:23+00,Apr 20 2021  7,1-07,1-07,I,9,SANDTOWN-WINCHESTER                      ,0079 002,1102 W LAFAYETTE AVE,07c6c298-b4fc-4a05-a04e-ea9e68f74526
-8531108.25276913,4764656.44770345,162,0079,003,USE2015-00509,Y,2015/06/12 00:00:00+00,Jun 12 2015 12,MF,MF,I,9,SANDTOWN-WINCHESTER                      ,0079 003,1106 W LAFAYETTE AVE,e66babfd-935a-40c9-b1f9-4499fa76b6ef
-8531037.89162259,4764709.29038446,163,0080,010,USE2017-50227,Y,2017/05/19 15:00:01+00,May 19 2017  3,VAC,2FD,I,9,SANDTOWN-WINCHESTER                      ,0080 010,909 N ARLINGTON AVE,b6aa8c9c-f965-4680-afb8-7f20d622c50f
-8532662.47164303,4764399.9624299,164,0082,014,USE2018-50482,Y,2018/03/06 07:00:11+00,Mar  6 2018  7,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0082 014,2030 W LANVALE ST,1fcd2e10-d451-414c-92db-2ada8eb8c7db
-8532388.18934365,4764412.4162495,165,0083,004,USE2016-03201,Y,2016/09/28 09:38:26+00,Sep 28 2016  9,VAC,SF,J,9,MIDTOWN-EDMONDSON                        ,0083 004,1906 W LANVALE ST,75d70448-4df1-4e86-8a88-bab5cc494dfc
-8532421.40249557,4764410.90862688,166,0083,010,USE2019-55209,Y,2020/06/17 07:30:16+00,Jun 17 2020  7,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0083 010,1918 W LANVALE ST,70d46ae4-365c-4a08-b2ef-3b1074d1f645
-8532499.03131858,4764519.87527647,167,0083,047,USE2015-02399,Y,2015/06/10 00:00:00+00,Jun 10 2015 12,VAC,SF,J,9,MIDTOWN-EDMONDSON                        ,0083 047,1937 W LAFAYETTE AVE,10d5b94e-3504-4fca-bd26-1f4a13e9e888
-8532426.10814016,4764444.61436971,168,0083,081,USE2014-02889,Y,2015/01/23 00:00:00+00,Jan 23 2015 12,VAC,SF,J,9,MIDTOWN-EDMONDSON                        ,0083 081,805 APPLETON ST,482e0415-35b9-469c-8061-5b5996e73371
-8532294.6924166,4764528.76777331,169,0084,027,USE2014-05753,Y,2015/01/14 00:00:00+00,Jan 14 2015 12,SF,SF,J,9,HARLEM PARK                              ,0084 027,1813 W LAFAYETTE AVE,4b71c31d-43e2-4dcc-90ad-894c3cb72f59
-8532328.56973623,4764415.12600506,170,0084,052,USE2018-55150,Y,2018/12/06 14:42:00+00,Dec  6 2018  2,1-08,1-08,J,9,HARLEM PARK                              ,0084 052,1836 W LANVALE ST,2400b088-b6a9-4efe-9001-3361f81084c4
-8532254.82550442,4764418.46841369,171,0084,062,USE2023-50561,Y,2023/03/21 15:30:02+00,Mar 21 2023  3,7-03,1-08,J,9,HARLEM PARK                              ,0084 062,1816 W LANVALE ST,ea40bcd6-4705-45b0-abcb-35fcbedc2891
-8532250.78716488,4764463.92249833,172,0084,070,USE2022-51505,Y,2022/02/08 08:00:24+00,Feb  8 2022  8,1-08,1-08,J,9,HARLEM PARK                              ,0084 070,809 MCKEAN AVE,fe1c7ace-798e-4a73-935e-105b373d0a6e
-8532251.8007374,4764497.18667928,173,0084,076,USE2020-54167,Y,2020/10/14 15:00:20+00,Oct 14 2020  3,1-08,1-08,J,9,HARLEM PARK                              ,0084 076,821 MCKEAN AVE,9d2611db-c53c-4891-96d3-2e34f7e7d138
-8532298.29280735,4764483.79071832,174,0084,083,USE2020-54950,Y,2020/12/18 14:00:02+00,Dec 18 2020  2,1-08,1-08,J,9,HARLEM PARK                              ,0084 083,816 MCKEAN AVE,811b61e4-91b7-4cb5-bf06-6f21a7699a71
-8532127.32697564,4764425.30527428,175,0085,003,USE2021-52287,Y,2021/10/08 09:00:06+00,Oct  8 2021  9,1-08,1-12,J,9,HARLEM PARK                              ,0085 003,805 N FULTON AVE,67e4ed90-31a9-46c3-a334-1b6c079e5b9d
-8532129.52929295,4764473.86545526,176,0085,011,USE2018-53827,Y,2018/12/12 13:00:02+00,Dec 12 2018  1,1-08,1-08,J,9,HARLEM PARK                              ,0085 011,821 N FULTON AVE,5914a4c7-b213-44a3-b0cc-6af4d274b971
-8531801.08096484,4764441.15940255,177,0087,015,USE2014-05779,Y,2016/11/16 00:00:00+00,Nov 16 2016 12,MF,SF,J,9,HARLEM PARK                              ,0087 015,1528 W LANVALE ST,379cb24e-185a-4ada-a078-4244ba3096ff
-8531717.43172679,4764558.89846012,178,0087,046,USE2021-51560,Y,2021/04/30 15:30:02+00,Apr 30 2021  3,1-08,1-08,J,9,HARLEM PARK                              ,0087 046,834 N STRICKER ST,223a56fa-7086-4d9a-a8fd-922a59a8c8a4
-8531510.60724096,4764455.00968988,179,0089,013,USE2018-56016,Y,2018/12/07 14:00:06+00,Dec  7 2018  2,1-08,1-08,I,9,HARLEM PARK                              ,0089 013,1326 W LANVALE ST,ed49b926-940c-4676-9493-de79c32321b0
-8531504.68667874,4764486.67343347,180,0089,016,USE2022-56009,Y,2023/04/17 07:30:11+00,Apr 17 2023  7,1-08,1-08,I,9,HARLEM PARK                              ,0089 016,807 N CALHOUN ST,2922c70b-49b4-44b5-87be-7206a25ab4b0
-8531505.42596374,4764503.40420918,181,0089,019,USE2017-01513,Y,2017/04/24 09:57:08+00,Apr 24 2017  9,VAC,2FD,I,9,HARLEM PARK                              ,0089 019,813 N CALHOUN ST,1ee4b587-fdd4-4bff-8bb1-0f49828d1b1f
-8531309.04956355,4764572.68559981,182,0090,012,USE2015-02537,Y,2015/07/14 00:00:00+00,Jul 14 2015 12,VAC,SF,I,9,HARLEM PARK                              ,0090 012,1217 W LAFAYETTE AVE,6a2d48e7-3386-4259-8099-9a081621254d
-8531364.78416315,4764570.17795557,183,0090,021,USE2023-52718,Y,2023/06/15 08:30:01+00,Jun 15 2023  8,7-03,1-07,I,9,HARLEM PARK                              ,0090 021,1235 W LAFAYETTE AVE,115c7382-2b6e-4e96-8b55-301983ab1e62
-8530934.52090051,4764482.00839484,184,0092,033,USE2017-50518,Y,2017/08/21 14:30:04+00,Aug 21 2017  2,VAC,SF,I,9,HARLEM PARK                              ,0092 033,1016 W LANVALE ST,267baa65-76c1-4b58-b871-8ead3cfc97b6
-8530927.58909858,4764482.32935367,185,0092,034,USE2019-53384,Y,2020/02/07 08:00:34+00,Feb  7 2020  8,1-07,1-07,I,9,HARLEM PARK                              ,0092 034,1014 W LANVALE ST,4a76a8d1-d564-4a1c-8a39-5a832b09328e
-8532571.94069134,4764325.4124792,186,0094,001,USE2022-56962,Y,2023/05/13 07:00:03+00,May 13 2023  7,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0094 001,718 N PAYSON ST,7dad8c1a-555f-4393-8b75-0a643a47b829
-8532571.11981889,4764303.27617555,187,0094,005,USE2017-00858,Y,2017/08/08 09:01:49+00,Aug  8 2017  9,SF,SF,J,9,MIDTOWN-EDMONDSON                        ,0094 005,710 N PAYSON ST,7dd65d0b-5300-4b0e-9cfc-6a2e02012991
-8532641.71008225,4764263.44900062,188,0094,042,USE2023-53069,Y,2023/06/22 08:00:01+00,Jun 22 2023  8,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0094 042,2019 RAYNER AVE,90d5dd77-2bf2-4291-80f4-278fb1891587
-8532379.07169779,4764306.2973123,189,0095,008,USE2014-03566,Y,2015/03/02 00:00:00+00,Mar  2 2015 12,SF,SF,J,9,MIDTOWN-EDMONDSON                        ,0095 008,714 N MONROE ST,12c6a745-1e02-447a-82a9-198cf9de78f4
-8532514.14775986,4764284.48488001,190,0095,046,USE2016-05535,Y,2016/12/30 10:37:02+00,Dec 30 2016 10,SF,SF,J,9,MIDTOWN-EDMONDSON                        ,0095 046,709 N PAYSON ST,b2d9ca40-594f-4875-9970-0b514152f203
-8532514.13885886,4764237.32172475,191,0095,053,USE2016-03592,Y,2017/04/10 13:32:28+00,Apr 10 2017  1,SF,SF,J,9,MIDTOWN-EDMONDSON                        ,0095 053,1944 HARLEM AVE,16e5b2c1-7f61-43fb-aab0-1d83911f21a2
-8532490.04970201,4764238.42732527,192,0095,057,USE2022-56984,Y,2023/03/20 13:30:01+00,Mar 20 2023  1,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0095 057,1936 HARLEM AVE,53d8bd9e-5ec5-4ef1-9a6f-493a17700a31
-8532466.04522608,4764239.52516263,193,0095,061,USE2023-52275,Y,2023/05/30 13:32:57+00,May 30 2023  1,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0095 061,1928 HARLEM AVE,25bf1063-b4c8-49dc-b5c3-ce13d934f212
-8532459.99983554,4764239.80977514,194,0095,062,USE2021-51835,Y,2021/04/30 09:00:02+00,Apr 30 2021  9,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0095 062,1926 HARLEM AVE,dcf85073-5a77-4674-b3e3-06da0ba2d5f9
-8532425.34895525,4764241.99813809,195,0095,064,USE2019-52712,Y,2020/12/10 18:11:08+00,Dec 10 2020  6,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0095 064,1922 HARLEM AVE,c0521d1c-f823-4a9e-adda-8bff1903ffe9
-8532414.2297244,4764242.4483693,196,0095,066,USE2017-51369,Y,2017/08/02 14:00:01+00,Aug  2 2017  2,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0095 066,1918 HARLEM AVE,574578f0-a726-43f2-a7a0-1ff843296ddf
-8532408.69532973,4764242.67558633,197,0095,067,USE2021-52321,Y,2021/12/21 17:30:05+00,Dec 21 2021  5,1-08,1-08,J,9,MIDTOWN-EDMONDSON                        ,0095 067,1916 HARLEM AVE,36190ab5-f7f3-486c-9737-54b4be06089f
-8532370.14826388,4764244.2324356,198,0095,074,USE2017-00799,Y,2019/11/07 11:55:29+00,Nov  7 2019 11,SF,SF,J,9,MIDTOWN-EDMONDSON                        ,0095 074,1902 HARLEM AVE,979bfe03-075f-4c07-b93f-fb52fdc0b480
-8532476.27103875,4764304.26464619,199,0095,094,USE2015-00339,Y,2015/06/04 00:00:00+00,Jun  4 2015 12,SF,SF,J,9,MIDTOWN-EDMONDSON                        ,0095 094,714 APPLETON ST,fc6bf92b-ce8a-4513-a4f6-56d532208a07
-8532475.75197241,4764292.32394326,200,0095,096,USE2020-53496,Y,2020/08/31 13:30:05+00,Aug 31 2020  1,7-03,1-08,J,9,MIDTOWN-EDMONDSON                        ,0095 096,710 APPLETON ST,f6855974-b16a-44e2-b159-dd2b00488fe4
-8532193.86420903,4764359.05902296,201,0096,021,USE2017-00323,Y,2017/04/06 13:51:46+00,Apr  6 2017  1,SF,SF,J,9,HARLEM PARK                              ,0096 021,740 N FULTON AVE,616cd697-2445-4bbd-8561-1781f3adeb93
-8532316.25004595,4764247.10366316,202,0096,058,USE2015-01398,Y,2015/04/10 00:00:00+00,Apr 10 2015 12,VAC,SF,J,9,HARLEM PARK                              ,0096 058,1832 HARLEM AVE,49b35f07-085f-4e10-909d-cc4cce3053e3
-8532277.82815115,4764248.65403934,203,0096,065,USE2021-52319,Y,2022/02/09 12:00:13+00,Feb  9 2022 12,1-08,1-08,J,9,HARLEM PARK                              ,0096 065,1818 HARLEM AVE,f75933e7-ac7a-4ae0-a65e-4c8ffffae56c
-8532250.413079,4764249.75690306,204,0096,070,USE2019-56420,Y,2020/01/24 14:30:30+00,Jan 24 2020  2,7-03,1-08,J,9,HARLEM PARK                              ,0096 070,1808 HARLEM AVE,b76d0a3f-a92a-4877-8564-cc0f3e71b1f6
-8532250.17192921,4764282.50409642,205,0096,076,USE2018-55822,Y,2019/01/07 15:00:09+00,Jan  7 2019  3,1-08,1-08,J,9,HARLEM PARK                              ,0096 076,1809 RAYNER AVE,0215be42-6de3-411e-8895-08a3d57bcd7a
