X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address,GlobalID
-8526118.12587397,4767936.29711161,5675,3935,031,USE2018-50870,Y,2018/03/23 14:30:02+00,Mar 23 2018  2,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3935 031,2733 THE ALAMEDA ,d56adc37-c4ce-4585-b478-6fdac7dc1c61
-8526125.99346095,4767944.2528694,5676,3935,033,USE2019-51733,Y,2019/05/24 14:30:02+00,May 24 2019  2,7-03,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3935 033,2737 THE ALAMEDA ,5656283d-5e7c-46fd-9e6b-85b3976b70ca
-8526149.74566073,4767968.0622265,5677,3935,039,USE2015-00576,Y,2015/04/14 00:00:00+00,Apr 14 2015 12,VAC,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3935 039,2749 THE ALAMEDA ,999e2194-fc21-466d-a355-b6c667534d3d
-8526168.31919186,4767987.93646345,5678,3935,043,USE2021-55227,Y,2022/03/17 07:00:36+00,Mar 17 2022  7,7-03,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3935 043,2757 THE ALAMEDA ,3df18b94-83d0-430d-9231-71a18894b6a4
-8526215.29322069,4768040.29295625,5679,3935,055,USE2021-55229,Y,2022/06/01 15:00:03+00,Jun  1 2022  3,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3935 055,2781 THE ALAMEDA ,b5123c81-f86c-4bc1-8a44-cb624746bc66
-8526269.59567648,4768129.54303191,5680,3935,071,USE2016-00704,Y,2016/05/03 00:00:00+00,May  3 2016 12,SF,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3935 071,2803 THE ALAMEDA ,6af21d83-2828-4427-a16c-e470d14c50b0
-8526271.63339173,4768140.14651334,5681,3935,073,USE2018-50008,Y,2018/03/19 14:30:02+00,Mar 19 2018  2,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3935 073,2807 THE ALAMEDA ,c9e81ff4-43bc-43c7-a6d0-95113d7a922e
-8526232.00798736,4768139.40149449,5682,3935,080,USE2016-02523,Y,2016/06/09 00:00:00+00,Jun  9 2016 12,SF,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3935 080,1607 E 28TH ST,7180e560-b264-40db-a41a-c53db77f258f
-8525923.83506463,4767965.2615583,5683,3936,002,USE2022-56243,Y,2022/12/21 07:00:03+00,Dec 21 2022  7,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3936 002,2850 HARFORD ROAD,fb875673-88a3-46ba-b8fd-6493badebab8
-8526090.21249926,4768140.10063977,5684,3936,073,USE2017-52337,Y,2017/09/27 14:30:02+00,Sep 27 2017  2,1-07,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3936 073,1711 E 28TH ST,43a9614d-8173-4565-b501-472f993435f6
-8525864.19529154,4768017.24389713,5685,3937,007,USE2016-03498,Y,2016/09/08 10:40:13+00,Sep  8 2016 10,VAC,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3937 007,2868 HARFORD ROAD,ef3fed3e-ba93-442a-ba87-bf2fd8cbda3d
-8526005.3092096,4768139.13548607,5686,3937,042,USE2015-04450,Y,2015/10/21 00:00:00+00,Oct 21 2015 12,VAC,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3937 042,2757 FENWICK AVE,aac95e00-624d-4fb3-b461-579053a12e06
-8525910.90469938,4768087.29508457,5687,3937,056,USE2015-00096,Y,2015/02/24 00:00:00+00,Feb 24 2015 12,SF,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3937 056,2720 HUGO AVE,a5333d5d-be43-4488-b8b5-a7c64c982b6a
-8525840.05294719,4768145.05370293,5688,3938,019,USE2023-52499,Y,2023/06/05 16:00:02+00,Jun  5 2023  4,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3938 019,1901 E 28TH ST,b32e544e-ad9c-4815-a81a-2bf115d8cbdb
-8525754.65323249,4768487.29277365,5689,3941,016,USE2021-55250,Y,2021/11/10 10:00:04+00,Nov 10 2021 10,1-08,1-08,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941 016,1933 E 31ST ST,45e8eaa4-6af6-4d4c-851c-a96020cf2d9b
-8525708.96154374,4768487.42181954,5690,3941,023,USE2021-54895,Y,2022/09/23 15:30:02+00,Sep 23 2022  3,1-08,1-08,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941 023,1947 E 31ST ST,4e409dc7-f15d-46f1-9775-c685f8cdf577
-8525836.33852763,4768625.12420913,5691,3941A,004,USE2018-51976,Y,2018/05/14 15:00:03+00,May 14 2018  3,1-08,1-08,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941A004,1907 E 32ND ST,dc96d2e8-4978-4301-92cc-156e4a528738
-8525710.41888105,4768625.08696412,5692,3941A,017,USE2016-04209,Y,2017/02/08 12:39:11+00,Feb  8 2017 12,SF,SF,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941A017,1933 E 32ND ST,2fe64ec0-eb3d-442f-9815-6649d6cdc941
-8525608.27477931,4768567.05172331,5693,3941B,009,USE2016-02965,Y,2016/11/04 16:06:48+00,Nov  4 2016  4,SF,SF,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941B009,2016 E 31ST ST,e5880d73-a81d-4852-a23c-23677edbc253
-8525529.28883585,4768566.17269675,5694,3941B,016,USE2019-50771,Y,2019/08/15 15:00:10+00,Aug 15 2019  3,1-11,1-11,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941B016,2030 E 31ST ST,e88fb96b-72dd-4824-9467-4e904e606f8e
-8525479.41705302,4768514.11341874,5695,3941B,021,USE2021-54588,Y,2021/10/06 10:30:02+00,Oct  6 2021 10,1-08,1-08,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941B021,3102 HARFORD ROAD,d35d4aaf-49d1-454c-81f8-594b919c5d0c
-8525601.45350025,4768625.50606177,5696,3941B,047,USE2021-51031,Y,2021/04/13 07:30:02+00,Apr 13 2021  7,1-11,1-11,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941B047,2017 E 32ND ST,cb9a26de-7c4f-4c3c-a0cf-40b08f814e38
-8525514.86340966,4768623.17515514,5697,3941B,056,USE2020-55645,Y,2020/12/11 12:01:24+00,Dec 11 2020 12,1-08,1-08,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941B056,2035 E 32ND ST,50e05b0c-e8bb-4c50-8bbc-a395e4a42089
-8525681.91705041,4768430.21337896,5698,3941C,029,USE2021-53929,Y,2021/09/21 15:30:04+00,Sep 21 2021  3,7-03,1-08,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941C029,2000 E 30TH ST,287abae7-972c-4a8b-b328-c6ab2c3a4074
-8525630.32526469,4768487.4980399,5699,3941C,038,USE2017-00497,Y,2017/04/24 14:26:43+00,Apr 24 2017  2,SF,SF,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3941C038,2017 E 31ST ST,3fe39264-93c2-4741-bf8a-e834dcb8c3a2
-8525718.30887682,4768168.24209701,5700,3942,006,USE2015-04332,Y,2016/03/18 00:00:00+00,Mar 18 2016 12,VAC,COM,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3942 006,2912 HARFORD ROAD,8f2580e1-2cf2-4bcb-919e-18837afd77f7
-8525580.82447275,4768341.88038134,5701,3942,028,USE2015-01559,Y,2015/06/05 00:00:00+00,Jun  5 2015 12,VAC,SF,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3942 028,2956 HARFORD ROAD,9b6fb22e-5f83-4968-ad09-1725427279ad
-8525573.59046737,4768352.19150345,5702,3942,030,USE2022-53909,Y,2023/02/15 07:00:04+00,Feb 15 2023  7,1-08,1-08,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3942 030,2960 HARFORD ROAD,2769d92a-6374-4787-83d4-b8205c5c8f1d
-8525678.27868402,4768351.44300803,5703,3942,038,USE2016-05722,Y,2017/09/11 12:26:04+00,Sep 11 2017 12,SF,SF,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3942 038,2003 E 30TH ST,86147b88-1753-4416-8b7b-d79548def284
-8525743.55221974,4768246.69792988,5704,3942,052,USE2019-51257,Y,2019/03/15 14:30:08+00,Mar 15 2019  2,1-08,1-08,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3942 052,1913 E 29TH ST,9d513271-562b-4ca4-9779-8213c75b29a8
-8525729.03951245,4768247.98580218,5705,3942,054,USE2015-04979,Y,2016/03/10 00:00:00+00,Mar 10 2016 12,VAC,SF,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3942 054,1917 E 29TH ST,3f274dcd-03d9-4699-a913-10796e9d45ef
-8525717.49751388,4768256.08304416,5706,3942,055,USE2021-54972,Y,2021/10/28 09:30:03+00,Oct 28 2021  9,1-08,1-08,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3942 055,1919 E 29TH ST,ced84c8f-f23d-4dd6-8a94-a21a60196e72
-8525766.65015959,4768309.77695523,5707,3942A,025,USE2016-03742,Y,2016/09/14 14:08:19+00,Sep 14 2016  2,VAC,SF,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3942A025,1912 E 29TH ST,b82423ef-124c-4f5d-8702-938ba027191c
-8525723.08605886,4768309.85425261,5708,3942A,031,USE2019-54892,Y,2020/10/09 11:59:11+00,Oct  9 2020 11,1-08,1-01,F,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3942A031,1924 E 29TH ST,ef1eb1ce-dd19-4058-9295-401efbaaab53
-8525361.44794713,4768897.39214347,5709,3943,011,USE2014-02783,Y,2015/02/09 00:00:00+00,Feb  9 2015 12,SF,SF,D,14,MONTEBELLO                               ,3943 011,2103 ERDMAN AVE,beb03bb4-460c-47ae-9365-b0f1c404cbb2
-8525190.05825977,4768911.66665073,5710,3944,009,USE2018-56266,Y,2018/12/27 15:00:06+00,Dec 27 2018  3,1-05,1-05,D,14,MAYFIELD                                 ,3944 009,3306 HARFORD ROAD,7e3e1844-3b3f-4d1d-955d-c43fa4c03f1a
-8525049.71163223,4769058.83445333,5711,3946,009,USE2019-52934,Y,2019/06/13 16:30:05+00,Jun 13 2019  4,1-05,1-05,D,14,MAYFIELD                                 ,3946 009,2116 LAKE AVE,7212b8dd-abf0-4045-b834-148d2c4dbd27
-8524884.410787,4769221.00567429,5712,3947,006D,USE2020-54653,Y,2020/11/25 10:30:03+00,Nov 25 2020 10,1-05,1-05,D,14,MAYFIELD                                 ,3947 006D,2116 PELHAM AVE,440f63b4-bf5e-4fb7-8079-36fae99c440b
-8524194.28025371,4770302.80517337,5713,3949A,026,USE2019-56248,Y,2020/04/16 15:00:15+00,Apr 16 2020  3,1-05,1-05,D,3,LAURAVILLE                               ,3949A026,4218 HARFORD ROAD,fe5e625c-80e0-44c8-ac8b-4e20fe50214e
-8526215.1566778,4768246.49086461,5714,3950,021,USE2016-02864,Y,2016/11/23 10:54:10+00,Nov 23 2016 10,SF,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3950 021,1619 E 29TH ST,58b6bdca-45e8-4e33-a152-9a86e6a21962
-8526251.20778451,4768201.26564748,5715,3950,030,USE2015-03839,Y,2015/11/05 00:00:00+00,Nov  5 2015 12,VAC,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3950 030,1606 E 28TH ST,5c89211d-e067-4f6b-a004-37e1797eec6c
-8526245.68392023,4768201.27874511,5716,3950,031,USE2018-55009,Y,2021/05/24 14:00:04+00,May 24 2021  2,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3950 031,1608 E 28TH ST,6780e77c-ffbf-41b5-9f22-aa9ebbbe5b33
-8526202.61651657,4768201.36499564,5717,3950,039,USE2022-56747,Y,2023/03/16 15:30:04+00,Mar 16 2023  3,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3950 039,1624 E 28TH ST,62db8b75-4c2e-4ec8-9bde-e1f8f17cd5c9
-8526155.72002847,4768246.66215804,5718,3951,001,USE2015-01536,Y,2015/12/11 00:00:00+00,Dec 11 2015 12,SF,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3951 001,1701 E 29TH ST,e2fd9716-dad5-49c8-a923-92b9bef08e55
-8526061.61196068,4768201.76903851,5719,3951,032,USE2018-52128,Y,2019/08/27 15:00:07+00,Aug 27 2019  3,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3951 032,1734 E 28TH ST,db696875-235c-4111-a345-b3b252c3b495
-8526003.34228369,4768246.59253363,5720,3952,003,USE2020-53114,Y,2020/08/05 11:30:13+00,Aug  5 2020 11,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3952 003,1805 E 29TH ST,db0aa006-1c79-4028-87f9-5c8a63e67b62
-8525924.6401755,4768246.62199621,5721,3952,013,USE2015-05641,Y,2016/02/19 00:00:00+00,Feb 19 2016 12,VAC,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3952 013,1825 E 29TH ST,3820c89f-260f-43b7-8d50-fa23db507d79
-8525972.09548811,4768201.68189523,5722,3952,034,USE2023-50067,Y,2023/02/13 15:30:05+00,Feb 13 2023  3,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3952 034,1818 E 28TH ST,3d2798bc-a168-4573-9bcb-d70a1f5904d0
-8525945.13443901,4768201.6614188,5723,3952,039,USE2022-56053,Y,2023/03/14 07:00:02+00,Mar 14 2023  7,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3952 039,1828 E 28TH ST,6df6f9dc-7f04-4034-860f-e2ba5f7601a7
-8525939.535388,4768201.65664101,5724,3952,040,USE2014-03574,Y,2015/08/20 00:00:00+00,Aug 20 2015 12,SF,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3952 040,1830 E 28TH ST,25f29917-4d40-4913-8d97-6aa9765731c9
-8525928.80114615,4768201.64631761,5725,3952,042,USE2018-50090,Y,2018/01/12 15:00:03+00,Jan 12 2018  3,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3952 042,1834 E 28TH ST,8e583f53-3e8f-43a0-ad06-03e28b64885c
-8525907.17257867,4768201.62556205,5726,3952,046,USE2015-04965,Y,2016/03/16 00:00:00+00,Mar 16 2016 12,SF,SF,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3952 046,1842 E 28TH ST,ef71f609-25e8-49c1-8b3f-90cfc8e1e735
-8525890.75846159,4768201.61210851,5727,3952,049,USE2022-53652,Y,2022/10/12 14:30:02+00,Oct 12 2022  2,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3952 049,1904 E 28TH ST,f74c24f3-3068-4409-ac4f-5fdbf977eb9b
-8525869.01485385,4768201.5939924,5728,3952,053,USE2022-54984,Y,2022/08/12 14:00:06+00,Aug 12 2022  2,1-08,1-08,I,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3952 053,1912 E 28TH ST,4e3a1d2b-ccbb-4538-af23-39881f3c4a6e
-8526220.51900271,4768352.52574752,5729,3953,021,USE2015-04927,Y,2016/02/22 00:00:00+00,Feb 22 2016 12,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3953 021,1623 E 30TH ST,192cf947-c523-4278-9815-e9f15aa364d7
-8526203.77924891,4768352.55450682,5730,3953,024,USE2018-55584,Y,2018/11/21 13:30:03+00,Nov 21 2018  1,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3953 024,1629 E 30TH ST,72c588dc-efbf-4e0c-8de3-b15f966f1279
-8526198.15223616,4768352.46121469,5731,3953,025,USE2018-55585,Y,2018/11/21 13:30:03+00,Nov 21 2018  1,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3953 025,1631 E 30TH ST,3b245379-61e4-4e4c-b7b7-c3e77a99dc2f
-8526272.48872105,4768308.79926443,5732,3953,028,USE2019-51046,Y,2019/03/01 16:00:04+00,Mar  1 2019  4,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3953 028,1602 E 29TH ST,ffdac92c-e818-4782-abf5-84bde58b227c
-8526216.18509591,4768309.03692477,5733,3953,038,USE2016-03634,Y,2017/02/13 15:40:46+00,Feb 13 2017  3,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3953 038,1622 E 29TH ST,e635bf77-54ca-4d91-a15a-3414d2fc7c5d
-8526199.20659954,4768309.06032801,5734,3953,041,USE2014-01795,Y,2015/09/03 00:00:00+00,Sep  3 2015 12,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3953 041,1628 E 29TH ST,9bce5c48-dab6-43a4-8013-947f0567fe16
-8526129.04982695,4768352.96191698,5735,3954,020,USE2022-51897,Y,2022/05/17 08:30:03+00,May 17 2022  8,7-03,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3954 020,1711 E 30TH ST,4a90027c-afe5-44c4-b7dc-abdba636de4b
-8526112.2983046,4768352.93693795,5736,3954,023,USE2017-01374,Y,2017/11/02 14:25:46+00,Nov  2 2017  2,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3954 023,1717 E 30TH ST,9fd5194e-519b-4985-8217-2451e147866f
-8526106.70787623,4768352.91971828,5737,3954,024,USE2022-53465,Y,2022/10/11 09:30:02+00,Oct 11 2022  9,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3954 024,1719 E 30TH ST,0a1938e0-d1f8-4233-8bf0-4d1483ebf20d
-8526089.89181816,4768352.89130115,5738,3954,027,USE2016-04576,Y,2016/10/05 15:05:30+00,Oct  5 2016  3,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3954 027,1725 E 30TH ST,094896be-8ed7-4070-bdf9-0d8aff59e7cc
-8526078.58528014,4768352.87143457,5739,3954,029,USE2020-52681,Y,2020/08/28 14:00:03+00,Aug 28 2020  2,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3954 029,1729 E 30TH ST,60c510dc-a46e-4410-b0c4-c148f25771d4
-8526072.94936026,4768352.86487996,5740,3954,030,USE2021-55273,Y,2021/11/26 07:00:03+00,Nov 26 2021  7,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3954 030,1731 E 30TH ST,9c0fe050-744c-425a-aef2-2c8dc8dd8b88
-8526004.05358243,4768352.88527667,5741,3955,004,USE2018-51639,Y,2018/04/19 13:00:02+00,Apr 19 2018  1,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3955 004,1807 E 30TH ST,e49a7d82-0ab9-4835-9c65-49676daed722
-8525981.63547375,4768352.92684317,5742,3955,008,USE2018-55378,Y,2019/11/04 15:30:11+00,Nov  4 2019  3,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3955 008,1815 E 30TH ST,1e7d7533-a79e-4a75-b443-272ec1604e00
-8525976.14163094,4768352.93461503,5743,3955,009,USE2020-50191,Y,2020/01/23 07:30:35+00,Jan 23 2020  7,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3955 009,1817 E 30TH ST,b76dd617-7be6-424d-aded-524d648b7c8e
-8525964.92193392,4768352.95351088,5744,3955,011,USE2020-52011,Y,2020/06/16 09:00:10+00,Jun 16 2020  9,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3955 011,1821 E 30TH ST,5ad5eb76-adc2-48d2-8b70-ab7b36e33c21
-8526334.31552465,4768401.92211658,5745,3956,002,USE2021-55857,Y,2022/09/19 13:49:27+00,Sep 19 2022  1,7-03,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3956 002,3003 THE ALAMEDA ,d09a0f23-425e-4077-849a-6db51ebfc081
-8526336.48664635,4768409.86620064,5746,3956,003,USE2017-50548,Y,2017/10/13 14:30:00+00,Oct 13 2017  2,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3956 003,3005 THE ALAMEDA ,58028c7f-bb95-4faa-a218-8e158f94e1d1
-8526049.92595451,4768414.05485606,5747,3957,016E,USE2016-02896,Y,2016/09/21 13:02:47+00,Sep 21 2016  1,VAC,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3957 016E,1740 E 30TH ST,8a62b5fb-43ec-4eb5-a89e-f44370269480
-8526350.92715757,4768566.45777812,5748,3959,021,USE2018-54574,Y,2018/09/27 15:00:08+00,Sep 27 2018  3,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3959 021,1601 E 32ND ST,0d9f8803-c213-44df-9033-db69f4b8993d
-8526307.98210827,4768562.42489255,5749,3959,026,USE2017-00656,Y,2017/04/19 14:44:12+00,Apr 19 2017  2,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3959 026,1611 E 32ND ST,f45ee9f7-3af4-4560-a09c-471b8af538d9
-8526234.3046017,4768562.0884383,5750,3959,035,USE2014-02120,Y,2015/03/12 00:00:00+00,Mar 12 2015 12,VAC,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3959 035,1629 E 32ND ST,2fa4aca6-3e4d-4f78-9b9c-12b853fcd87e
-8526225.97609934,4768562.05045629,5751,3959,036,USE2017-52753,Y,2017/12/15 15:30:02+00,Dec 15 2017  3,7-03,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3959 036,1631 E 32ND ST,c3d21dbb-6aa5-46f9-b19f-0ceb12699a52
-8526253.57593779,4768518.71631926,5752,3959,050,USE2018-55325,Y,2018/10/26 14:30:05+00,Oct 26 2018  2,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3959 050,1620 E 31ST ST,e96a0878-717a-4b64-a362-8c7120276811
-8526073.93570803,4768518.82658066,5753,3960,013,USE2015-01341,Y,2015/12/01 00:00:00+00,Dec  1 2015 12,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3960 013,1724 E 31ST ST,823291dc-ed1e-417f-b118-822284b54f47
-8526065.99600528,4768518.83934365,5754,3960,014,USE2022-51150,Y,2022/02/09 14:30:02+00,Feb  9 2022  2,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3960 014,1726 E 31ST ST,e9a9a632-ce93-4048-b703-43864b38c2dc
-8526098.35250631,4768562.28429351,5755,3960,026,USE2017-53628,Y,2019/05/08 14:30:34+00,May  8 2019  2,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3960 026,1719 E 32ND ST,0acf26af-7077-4936-b953-c3c5617c7efc
-8526066.85155374,4768562.41263569,5756,3960,030,USE2022-51002,Y,2022/01/06 08:30:02+00,Jan  6 2022  8,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3960 030,1727 E 32ND ST,75334e32-41ed-4112-a8ac-6cecea4facbe
-8526019.3669662,4768519.06681173,5757,3961,001,USE2015-02654,Y,2015/07/17 00:00:00+00,Jul 17 2015 12,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3961 001,1800 E 31ST ST,a161e36e-a9b2-4b76-a336-50fc6fc15a72
-8526424.12613413,4768652.60087289,5758,3962,003,USE2017-53368,Y,2017/11/02 13:54:23+00,Nov  2 2017  1,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3962 003,3205 THE ALAMEDA ,329d946b-fc25-49d1-9d77-0249d25b5a72
-8526361.48096384,4768667.37835154,5759,3962,010,USE2023-50247,Y,2023/01/19 10:52:27+00,Jan 19 2023 10,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3962 010,1609 CHILTON ST,4e6ba08a-3544-4f22-9e5b-e53bfcb4870d
-8526239.07128422,4768666.83190433,5760,3962,025,USE2021-51639,Y,2021/05/20 09:00:05+00,May 20 2021  9,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3962 025,1639 CHILTON ST,405119a5-1541-447b-9586-d1b7f3579ac9
-8526205.87367215,4768666.41266431,5761,3962,029,USE2016-05107,Y,2016/12/08 12:58:41+00,Dec  8 2016 12,VAC,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3962 029,1647 CHILTON ST,cbbf9e5b-5e85-427f-9914-1eee1723052a
-8526373.56234135,4768627.35342297,5762,3962,030,USE2015-03835,Y,2015/11/25 00:00:00+00,Nov 25 2015 12,VAC,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3962 030,1600 E 32ND ST,6a982163-1465-413f-9da7-759946b98de2
-8526251.08109104,4768623.46879928,5763,3962,045,USE2017-01428,Y,2017/05/10 10:45:15+00,May 10 2017 10,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3962 045,1630 E 32ND ST,2ccc745d-c3a5-47c0-b95b-0a48ff26c77d
-8526171.40117035,4768623.91307999,5764,3963,001,USE2019-55359,Y,2020/03/19 07:30:21+00,Mar 19 2020  7,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3963 001,1700 E 32ND ST,40e0f8f5-9f90-4d29-8f6f-f9bf25794d6d
-8526173.60474609,4768667.29284259,5765,3963,017,USE2020-52130,Y,2020/09/22 13:30:03+00,Sep 22 2020  1,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3963 017,1701 CHILTON ST,cf05fa99-6002-45d9-ab85-66fbbb6458b2
-8526019.13120621,4768623.31001068,5766,3964,001,USE2018-55291,Y,2019/01/02 14:30:04+00,Jan  2 2019  2,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3964 001,1800 E 32ND ST,af17a706-5d8e-4646-a6bc-e44c467344c0
-8526011.07249449,4768623.38532305,5767,3964,002,USE2017-01714,Y,2017/05/12 12:07:29+00,May 12 2017 12,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3964 002,1802 E 32ND ST,276ba90b-3b77-43a3-a454-ded54acfc947
-8525905.74582734,4768623.95747095,5768,3964,015,USE2020-50753,Y,2020/03/27 13:30:07+00,Mar 27 2020  1,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3964 015,1828 E 32ND ST,7bea420b-a53c-41d6-bcaf-dc29686a7cb6
-8525994.2753727,4768666.53434087,5769,3964,019,USE2022-51998,Y,2022/11/14 07:00:04+00,Nov 14 2022  7,1-08,1-08,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3964 019,1807 CHILTON ST,d1c9d901-c64d-4735-874f-bba55261aa3c
-8526211.63821448,4768775.40025759,5770,3965,040,USE2016-01225,Y,2016/03/30 00:00:00+00,Mar 30 2016 12,SF,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3965 040,1633 E 33RD ST,e50ac9c2-8b85-4313-8bb2-350c1afa65e3
-8526379.40982658,4768728.33754115,5771,3965,046,USE2015-03143,Y,2015/11/12 00:00:00+00,Nov 12 2015 12,VAC,SF,H,14,COLDSTREAM HOMESTEAD MONTEBELLO          ,3965 046,1610 CHILTON ST,22bc51a5-c92b-413e-b106-61524ffc44de
